country,date,cases,new_daily
France,6/20/21,5819088,1816
France,6/21/21,5819584,496
France,6/22/21,5821797,2213
France,6/23/21,5824127,2330
France,6/24/21,5826278,2151
France,6/25/21,5828266,1988
France,6/26/21,5830394,2128
France,6/27/21,5831972,1578
France,6/28/21,5832490,518
France,6/29/21,5835885,3395
France,6/30/21,5837265,1380
France,7/1/21,5839967,2702
France,7/2/21,5842654,2687
France,7/3/21,5845660,3006
France,7/4/21,5848209,2549
France,7/5/21,5849011,802
France,7/6/21,5852599,3588
France,7/7/21,5856682,4083
France,7/8/21,5861128,4446
France,7/9/21,5865767,4639
France,7/10/21,5870463,4696
France,7/11/21,5874719,4256
France,7/12/21,5875987,1268
France,7/13/21,5882945,6958
France,7/14/21,5884395,1450
France,7/15/21,5895453,11058
France,7/16/21,5906448,10995
France,7/17/21,5917397,10949
France,7/18/21,5929929,12532
France,7/19/21,5934122,4193
France,7/20/21,5952339,18217
France,7/21/21,5973912,21573
France,7/22/21,5996060,22148
France,7/23/21,6015469,19409
France,7/24/21,6041146,25677
France,7/25/21,6056388,15242
France,7/26/21,6061802,5414
France,7/27/21,6088930,27128
France,7/28/21,6116853,27923
France,7/29/21,6142282,25429
France,7/30/21,6166690,24408
France,7/31/21,6190334,23644
France,8/1/21,6209934,19600
France,8/2/21,6218526,8592
France,8/3/21,6242948,24422
France,8/4/21,6272189,29241
France,8/5/21,6299138,26949
France,8/6/21,6325144,26006
France,8/7/21,6350899,25755
France,8/8/21,6371349,20450
France,8/9/21,6378567,7218
France,8/10/21,6407288,28721
France,8/11/21,6440082,32794
France,8/12/21,6469753,29671
France,8/13/21,6497500,27747
France,8/14/21,6521927,24427
France,8/15/21,6543099,21172
France,8/16/21,6556496,13397
France,8/17/21,6581417,24921
India,1/22/20,0,0
India,1/23/20,0,0
India,1/24/20,0,0
India,1/25/20,0,0
India,1/26/20,0,0
India,1/27/20,0,0
India,1/28/20,0,0
India,1/29/20,0,0
India,1/30/20,1,1
India,1/31/20,1,0
India,2/1/20,1,0
India,2/2/20,2,1
India,2/3/20,3,1
India,2/4/20,3,0
India,2/5/20,3,0
India,2/6/20,3,0
India,2/7/20,3,0
India,2/8/20,3,0
India,2/9/20,3,0
India,2/10/20,3,0
India,2/11/20,3,0
India,2/12/20,3,0
India,2/13/20,3,0
India,2/14/20,3,0
India,2/15/20,3,0
India,2/16/20,3,0
India,2/17/20,3,0
India,2/18/20,3,0
India,2/19/20,3,0
India,2/20/20,3,0
India,2/21/20,3,0
India,2/22/20,3,0
India,2/23/20,3,0
India,2/24/20,3,0
India,2/25/20,3,0
India,2/26/20,3,0
India,2/27/20,3,0
India,2/28/20,3,0
India,2/29/20,3,0
India,3/1/20,3,0
India,3/2/20,5,2
India,3/3/20,5,0
India,3/4/20,28,23
India,3/5/20,30,2
India,3/6/20,31,1
India,3/7/20,34,3
India,3/8/20,39,5
India,3/9/20,43,4
India,3/10/20,56,13
India,3/11/20,62,6
India,3/12/20,73,11
India,3/13/20,82,9
India,3/14/20,102,20
India,3/15/20,113,11
India,3/16/20,119,6
India,3/17/20,142,23
India,3/18/20,156,14
India,3/19/20,194,38
India,3/20/20,244,50
India,3/21/20,330,86
India,3/22/20,396,66
India,3/23/20,499,103
India,3/24/20,536,37
India,3/25/20,657,121
India,3/26/20,727,70
India,3/27/20,887,160
India,3/28/20,987,100
India,3/29/20,1024,37
India,3/30/20,1251,227
India,3/31/20,1397,146
India,4/1/20,1998,601
India,4/2/20,2543,545
India,4/3/20,2567,24
India,4/4/20,3082,515
India,4/5/20,3588,506
India,4/6/20,4778,1190
India,4/7/20,5311,533
India,4/8/20,5916,605
India,4/9/20,6725,809
India,4/10/20,7598,873
India,4/11/20,8446,848
India,4/12/20,9205,759
India,4/13/20,10453,1248
India,4/14/20,11487,1034
India,4/15/20,12322,835
India,4/16/20,13430,1108
India,4/17/20,14352,922
India,4/18/20,15722,1370
India,4/19/20,17615,1893
India,4/20/20,18539,924
India,4/21/20,20080,1541
India,4/22/20,21370,1290
India,4/23/20,23077,1707
India,4/24/20,24530,1453
India,4/25/20,26283,1753
India,4/26/20,27890,1607
India,4/27/20,29451,1561
India,4/28/20,31324,1873
India,4/29/20,33062,1738
India,4/30/20,34863,1801
India,5/1/20,37257,2394
India,5/2/20,39699,2442
India,5/3/20,42505,2806
India,5/4/20,46437,3932
India,5/5/20,49400,2963
India,5/6/20,52987,3587
India,5/7/20,56351,3364
India,5/8/20,59695,3344
India,5/9/20,62808,3113
India,5/10/20,67161,4353
India,5/11/20,70768,3607
India,5/12/20,74292,3524
India,5/13/20,78055,3763
India,5/14/20,81997,3942
India,5/15/20,85784,3787
India,5/16/20,90648,4864
India,5/17/20,95698,5050
India,5/18/20,100328,4630
India,5/19/20,106475,6147
India,5/20/20,112028,5553
India,5/21/20,118226,6198
India,5/22/20,124794,6568
India,5/23/20,131423,6629
India,5/24/20,138536,7113
India,5/25/20,144950,6414
India,5/26/20,150793,5843
India,5/27/20,158086,7293
India,5/28/20,165386,7300
India,5/29/20,173491,8105
India,5/30/20,181827,8336
India,5/31/20,190609,8782
India,6/1/20,198370,7761
India,6/2/20,207191,8821
India,6/3/20,216824,9633
India,6/4/20,226713,9889
India,6/5/20,236184,9471
India,6/6/20,246622,10438
India,6/7/20,257486,10864
India,6/8/20,265928,8442
India,6/9/20,276146,10218
India,6/10/20,286605,10459
India,6/11/20,297535,10930
India,6/12/20,308993,11458
India,6/13/20,320922,11929
India,6/14/20,332424,11502
India,6/15/20,343091,10667
India,6/16/20,354065,10974
India,6/17/20,366946,12881
India,6/18/20,380532,13586
India,6/19/20,395048,14516
India,6/20/20,410451,15403
India,6/21/20,425282,14831
India,6/22/20,440215,14933
India,6/23/20,456183,15968
India,6/24/20,473105,16922
India,6/25/20,490401,17296
India,6/26/20,508953,18552
India,6/27/20,528859,19906
India,6/28/20,548318,19459
India,6/29/20,566840,18522
India,6/30/20,585481,18641
India,7/1/20,604641,19160
India,7/2/20,625544,20903
India,7/3/20,648315,22771
India,7/4/20,673165,24850
India,7/5/20,697413,24248
India,7/6/20,719664,22251
India,7/7/20,742417,22753
India,7/8/20,767296,24879
India,7/9/20,793802,26506
India,7/10/20,820916,27114
India,7/11/20,849522,28606
India,7/12/20,878254,28732
India,7/13/20,906752,28498
India,7/14/20,936181,29429
India,7/15/20,968857,32676
India,7/16/20,1003832,34975
India,7/17/20,1039084,35252
India,7/18/20,1077781,38697
India,7/19/20,1118206,40425
India,7/20/20,1155338,37132
India,7/21/20,1193078,37740
India,7/22/20,1238798,45720
India,7/23/20,1288108,49310
India,7/24/20,1337024,48916
India,7/25/20,1385635,48611
India,7/26/20,1435616,49981
India,7/27/20,1480073,44457
India,7/28/20,1531669,51596
India,7/29/20,1581963,50294
India,7/30/20,1634746,52783
India,7/31/20,1695988,61242
India,8/1/20,1750723,54735
India,8/2/20,1803695,52972
India,8/3/20,1855745,52050
India,8/4/20,1908254,52509
India,8/5/20,1964536,56282
India,8/6/20,2027074,62538
India,8/7/20,2088611,61537
India,8/8/20,2153010,64399
India,8/9/20,2215074,62064
India,8/10/20,2268675,53601
India,8/11/20,2329638,60963
India,8/12/20,2396637,66999
India,8/13/20,2461190,64553
India,8/14/20,2525922,64732
India,8/15/20,2589952,64030
India,8/16/20,2647663,57711
India,8/17/20,2702681,55018
India,8/18/20,2767253,64572
India,8/19/20,2836925,69672
India,8/20/20,2905825,68900
India,8/21/20,2975701,69876
India,8/22/20,3044940,69239
India,8/23/20,3106348,61408
India,8/24/20,3167323,60975
India,8/25/20,3224547,57224
India,8/26/20,3310234,85687
India,8/27/20,3387500,77266
India,8/28/20,3463972,76472
India,8/29/20,3542733,78761
India,8/30/20,3621245,78512
India,8/31/20,3691166,69921
India,9/1/20,3769523,78357
India,9/2/20,3853406,83883
India,9/3/20,3936747,83341
India,9/4/20,4023179,86432
India,9/5/20,4113811,90632
India,9/6/20,4204613,90802
India,9/7/20,4280422,75809
India,9/8/20,4370128,89706
India,9/9/20,4465863,95735
India,9/10/20,4562414,96551
India,9/11/20,4659984,97570
India,9/12/20,4754356,94372
India,9/13/20,4846427,92071
India,9/14/20,4930236,83809
India,9/15/20,5020359,90123
India,9/16/20,5118253,97894
India,9/17/20,5214677,96424
India,9/18/20,5308014,93337
India,9/19/20,5400619,92605
India,9/20/20,5487580,86961
India,9/21/20,5562663,75083
India,9/22/20,5646010,83347
India,9/23/20,5732518,86508
India,9/24/20,5818570,86052
India,9/25/20,5903932,85362
India,9/26/20,5992532,88600
India,9/27/20,6074702,82170
India,9/28/20,6145291,70589
India,9/29/20,6225763,80472
India,9/30/20,6312584,86821
India,10/1/20,6394068,81484
India,10/2/20,6473544,79476
India,10/3/20,6549373,75829
India,10/4/20,6623815,74442
India,10/5/20,6685082,61267
India,10/6/20,6757131,72049
India,10/7/20,6835655,78524
India,10/8/20,6906151,70496
India,10/9/20,6979423,73272
India,10/10/20,7053806,74383
India,10/11/20,7120538,66732
India,10/12/20,7175880,55342
India,10/13/20,7239389,63509
India,10/14/20,7307097,67708
India,10/15/20,7370468,63371
India,10/16/20,7432680,62212
India,10/17/20,7494551,61871
India,10/18/20,7550273,55722
India,10/19/20,7597063,46790
India,10/20/20,7651107,54044
India,10/21/20,7706946,55839
India,10/22/20,7761312,54366
India,10/23/20,7814682,53370
India,10/24/20,7864811,50129
India,10/25/20,7909959,45148
India,10/26/20,7946429,36470
India,10/27/20,7990322,43893
India,10/28/20,8040203,49881
India,10/29/20,8088851,48648
India,10/30/20,8137119,48268
India,10/31/20,8184082,46963
India,11/1/20,8229313,45231
India,11/2/20,8267623,38310
India,11/3/20,8313876,46253
India,11/4/20,8364086,50210
India,11/5/20,8411724,47638
India,11/6/20,8462080,50356
India,11/7/20,8507754,45674
India,11/8/20,8553657,45903
India,11/9/20,8591730,38073
India,11/10/20,8636011,44281
India,11/11/20,8683916,47905
India,11/12/20,8728795,44879
India,11/13/20,8773479,44684
India,11/14/20,8814579,41100
India,11/15/20,8845127,30548
India,11/16/20,8874290,29163
India,11/17/20,8912907,38617
India,11/18/20,8958483,45576
India,11/19/20,9004365,45882
India,11/20/20,9050597,46232
India,11/21/20,9095806,45209
India,11/22/20,9139865,44059
India,11/23/20,9177840,37975
India,11/24/20,9222216,44376
India,11/25/20,9266705,44489
India,11/26/20,9309787,43082
India,11/27/20,9351109,41322
India,11/28/20,9392919,41810
India,11/29/20,9431691,38772
India,11/30/20,9462809,31118
India,12/1/20,9499413,36604
India,12/2/20,9534964,35551
India,12/3/20,9571559,36595
India,12/4/20,9608211,36652
India,12/5/20,9644222,36011
India,12/6/20,9677203,32981
India,12/7/20,9703770,26567
India,12/8/20,9735850,32080
India,12/9/20,9767371,31521
India,12/10/20,9796744,29373
India,12/11/20,9826775,30031
India,12/12/20,9857029,30254
India,12/13/20,9884100,27071
India,12/14/20,9906165,22065
India,12/15/20,9932547,26382
India,12/16/20,9956557,24010
India,12/17/20,9979447,22890
India,12/18/20,10004599,25152
India,12/19/20,10031223,26624
India,12/20/20,10055560,24337
India,12/21/20,10075116,19556
India,12/22/20,10099066,23950
India,12/23/20,10123778,24712
India,12/24/20,10146845,23067
India,12/25/20,10169118,22273
India,12/26/20,10187850,18732
India,12/27/20,10207871,20021
India,12/28/20,10224303,16432
India,12/29/20,10244852,20549
India,12/30/20,10266674,21822
India,12/31/20,10286709,20035
India,1/1/21,10325823,39114
India,1/2/21,10323965,0
India,1/3/21,10340469,16504
India,1/4/21,10356844,16375
India,1/5/21,10374932,18088
India,1/6/21,10395278,20346
India,1/7/21,10413417,18139
India,1/8/21,10413417,0
India,1/9/21,10450284,36867
India,1/10/21,10466595,16311
India,1/11/21,10479179,12584
India,1/12/21,10495147,15968
India,1/13/21,10512093,16946
India,1/14/21,10527683,15590
India,1/15/21,10542841,15158
India,1/16/21,10557985,15144
India,1/17/21,10571773,13788
India,1/18/21,10581823,10050
India,1/19/21,10595639,13816
India,1/20/21,10610883,15244
India,1/21/21,10625428,14545
India,1/22/21,10639684,14256
India,1/23/21,10654533,14849
India,1/24/21,10667736,13203
India,1/25/21,10676838,9102
India,1/26/21,10689527,12689
India,1/27/21,10701193,11666
India,1/28/21,10720048,18855
India,1/29/21,10733130,13082
India,1/30/21,10746174,13044
India,1/31/21,10757610,11436
India,2/1/21,10766245,8635
India,2/2/21,10777284,11039
India,2/3/21,10790183,12899
India,2/4/21,10802591,12408
India,2/5/21,10814304,11713
India,2/6/21,10826363,12059
India,2/7/21,10838194,11831
India,2/8/21,10847304,9110
India,2/9/21,10858371,11067
India,2/10/21,10871294,12923
India,2/11/21,10880603,9309
India,2/12/21,10892746,12143
India,2/13/21,10904940,12194
India,2/14/21,10916589,11649
India,2/15/21,10925710,9121
India,2/16/21,10937320,11610
India,2/17/21,10950201,12881
India,2/18/21,10963394,13193
India,2/19/21,10977387,13993
India,2/20/21,10991651,14264
India,2/21/21,11005850,14199
India,2/22/21,11016434,10584
India,2/23/21,11030176,13742
India,2/24/21,11046914,16738
India,2/25/21,11063491,16577
India,2/26/21,11079979,16488
India,2/27/21,11096731,16752
India,2/28/21,11112241,15510
India,3/1/21,11124527,12286
India,3/2/21,11139516,14989
India,3/3/21,11156923,17407
India,3/4/21,11173761,16838
India,3/5/21,11192045,18284
India,3/6/21,11210799,18754
India,3/7/21,11229398,18599
India,3/8/21,11244786,15388
India,3/9/21,11262707,17921
India,3/10/21,11285561,22854
India,3/11/21,11308846,23285
India,3/12/21,11333728,24882
India,3/13/21,11359048,25320
India,3/14/21,11385339,26291
India,3/15/21,11409831,24492
India,3/16/21,11438734,28903
India,3/17/21,11474605,35871
India,3/18/21,11514331,39726
India,3/19/21,11555284,40953
India,3/20/21,11599130,43846
India,3/21/21,11646081,46951
India,3/22/21,11686796,40715
India,3/23/21,11734058,47262
India,3/24/21,11787534,53476
India,3/25/21,11846652,59118
India,3/26/21,11908910,62258
India,3/27/21,11971624,62714
India,3/28/21,12039644,68020
India,3/29/21,12095855,56211
India,3/30/21,12149335,53480
India,3/31/21,12221665,72330
India,4/1/21,12303131,81466
India,4/2/21,12392260,89129
India,4/3/21,12485509,93249
India,4/4/21,12589067,103558
India,4/5/21,12686049,96982
India,4/6/21,12801785,115736
India,4/7/21,12928574,126789
India,4/8/21,13060542,131968
India,4/9/21,13205926,145384
India,4/10/21,13358805,152879
India,4/11/21,13527717,168912
India,4/12/21,13689453,161736
India,4/13/21,13873825,184372
India,4/14/21,14074564,200739
India,4/15/21,14291917,217353
India,4/16/21,14526609,234692
India,4/17/21,14788003,261394
India,4/18/21,15061805,273802
India,4/19/21,15320972,259167
India,4/20/21,15616130,295158
India,4/21/21,15930774,314644
India,4/22/21,16263695,332921
India,4/23/21,16610481,346786
India,4/24/21,16960172,349691
India,4/25/21,17313163,352991
India,4/26/21,17636186,323023
India,4/27/21,17997113,360927
India,4/28/21,18376421,379308
India,4/29/21,18762976,386555
India,4/30/21,19164969,401993
India,5/1/21,19557457,392488
India,5/2/21,19925517,368060
India,5/3/21,20282833,357316
India,5/4/21,20664979,382146
India,5/5/21,21077410,412431
India,5/6/21,21491598,414188
India,5/7/21,21892676,401078
India,5/8/21,22296081,403405
India,5/9/21,22662575,366494
India,5/10/21,22992517,329942
India,5/11/21,23340938,348421
India,5/12/21,23703665,362727
India,5/13/21,24046809,343144
India,5/14/21,24372907,326098
India,5/15/21,24684077,311170
India,5/16/21,24965463,281386
India,5/17/21,25228996,263533
India,5/18/21,25496330,267334
India,5/19/21,25772440,276110
India,5/20/21,26031991,259551
India,5/21/21,26289290,257299
India,5/22/21,26530132,240842
India,5/23/21,26752447,222315
India,5/24/21,26948874,196427
India,5/25/21,27157795,208921
India,5/26/21,27369093,211298
India,5/27/21,27555457,186364
India,5/28/21,27729247,173790
India,5/29/21,27894800,165553
India,5/30/21,28047534,152734
India,5/31/21,28175044,127510
India,6/1/21,28307832,132788
India,6/2/21,28441986,134154
India,6/3/21,28574350,132364
India,6/4/21,28694879,120529
India,6/5/21,28809339,114460
India,6/6/21,28909975,100636
India,6/7/21,28996473,86498
India,6/8/21,29089069,92596
India,6/9/21,29182532,93463
India,6/10/21,29274823,92291
India,6/11/21,29359155,84332
India,6/12/21,29439989,80834
India,6/13/21,29510410,70421
India,6/14/21,29570881,60471
India,6/15/21,29633105,62224
India,6/16/21,29700313,67208
India,6/17/21,29762793,62480
India,6/18/21,29823546,60753
India,6/19/21,29881772,58226
India,6/20/21,29935221,53449
India,6/21/21,29977861,42640
India,6/22/21,30028709,50848
India,6/23/21,30082778,54069
India,6/24/21,30134445,51667
India,6/25/21,30183143,48698
India,6/26/21,30233183,50040
India,6/27/21,30279331,46148
India,6/28/21,30316897,37566
India,6/29/21,30362848,45951
India,6/30/21,30411634,48786
India,7/1/21,30458251,46617
India,7/2/21,30502362,44111
India,7/3/21,30545433,43071
India,7/4/21,30585229,39796
India,7/5/21,30619932,34703
India,7/6/21,30663665,43733
India,7/7/21,30709557,45892
India,7/8/21,30752950,43393
India,7/9/21,30795716,42766
India,7/10/21,30837222,41506
India,7/11/21,30874376,37154
India,7/12/21,30907282,32906
India,7/13/21,30946147,38865
India,7/14/21,30987880,41733
India,7/15/21,31026829,38949
India,7/16/21,31064908,38079
India,7/17/21,31106065,41157
India,7/18/21,31144229,38164
India,7/19/21,31174322,30093
India,7/20/21,31216337,42015
India,7/21/21,31257720,41383
India,7/22/21,31293062,35342
India,7/23/21,31293062,0
India,7/24/21,31371901,78839
India,7/25/21,31411262,39361
India,7/26/21,31440951,29689
India,7/27/21,31484605,43654
India,7/28/21,31528114,43509
India,7/29/21,31572344,44230
India,7/30/21,31613993,41649
India,7/31/21,31655824,41831
India,8/1/21,31695958,40134
India,8/2/21,31726507,30549
India,8/3/21,31769132,42625
India,8/4/21,31812114,42982
India,8/5/21,31856757,44643
India,8/6/21,31895385,38628
India,8/7/21,31934455,39070
India,8/8/21,31969954,35499
India,8/9/21,31998158,28204
India,8/10/21,32036511,38353
India,8/11/21,32077706,41195
India,8/12/21,32117826,40120
India,8/13/21,32156493,38667
India,8/14/21,32192576,36083
India,8/15/21,32225513,32937
India,8/16/21,32250679,25166
India,8/17/21,32285857,35178
Russia,1/22/20,0,0
Russia,1/23/20,0,0
Russia,1/24/20,0,0
Russia,1/25/20,0,0
Russia,1/26/20,0,0
Russia,1/27/20,0,0
Russia,1/28/20,0,0
Russia,1/29/20,0,0
Russia,1/30/20,0,0
Russia,1/31/20,2,2
Russia,2/1/20,2,0
Russia,2/2/20,2,0
Russia,2/3/20,2,0
Russia,2/4/20,2,0
Russia,2/5/20,2,0
Russia,2/6/20,2,0
Russia,2/7/20,2,0
Russia,2/8/20,2,0
Russia,2/9/20,2,0
Russia,2/10/20,2,0
Russia,2/11/20,2,0
Russia,2/12/20,2,0
Russia,2/13/20,2,0
Russia,2/14/20,2,0
Russia,2/15/20,2,0
Russia,2/16/20,2,0
Russia,2/17/20,2,0
Russia,2/18/20,2,0
Russia,2/19/20,2,0
Russia,2/20/20,2,0
Russia,2/21/20,2,0
Russia,2/22/20,2,0
Russia,2/23/20,2,0
Russia,2/24/20,2,0
Russia,2/25/20,2,0
Russia,2/26/20,2,0
Russia,2/27/20,2,0
Russia,2/28/20,2,0
Russia,2/29/20,2,0
Russia,3/1/20,2,0
Russia,3/2/20,3,1
Russia,3/3/20,3,0
Russia,3/4/20,3,0
Russia,3/5/20,4,1
Russia,3/6/20,13,9
Russia,3/7/20,13,0
Russia,3/8/20,17,4
Russia,3/9/20,17,0
Russia,3/10/20,20,3
Russia,3/11/20,20,0
Russia,3/12/20,28,8
Russia,3/13/20,45,17
Russia,3/14/20,59,14
Russia,3/15/20,63,4
Russia,3/16/20,90,27
Russia,3/17/20,114,24
Russia,3/18/20,147,33
Russia,3/19/20,199,52
Russia,3/20/20,253,54
Russia,3/21/20,306,53
Russia,3/22/20,367,61
Russia,3/23/20,438,71
Russia,3/24/20,495,57
Russia,3/25/20,658,163
Russia,3/26/20,840,182
Russia,3/27/20,1036,196
Russia,3/28/20,1264,228
Russia,3/29/20,1534,270
Russia,3/30/20,1836,302
Russia,3/31/20,2337,501
Russia,4/1/20,2777,440
Russia,4/2/20,3548,771
Russia,4/3/20,4149,601
Russia,4/4/20,4731,582
Russia,4/5/20,5389,658
Russia,4/6/20,6343,954
Russia,4/7/20,7497,1154
Russia,4/8/20,8672,1175
Russia,4/9/20,10131,1459
Russia,4/10/20,11917,1786
Russia,4/11/20,13584,1667
Russia,4/12/20,15770,2186
Russia,4/13/20,18328,2558
Russia,4/14/20,21102,2774
Russia,4/15/20,24490,3388
Russia,4/16/20,27938,3448
Russia,4/17/20,32008,4070
Russia,4/18/20,36793,4785
Russia,4/19/20,42853,6060
Russia,4/20/20,47121,4268
Russia,4/21/20,52763,5642
Russia,4/22/20,57999,5236
Russia,4/23/20,62773,4774
Russia,4/24/20,68622,5849
Russia,4/25/20,74588,5966
Russia,4/26/20,80949,6361
Russia,4/27/20,87147,6198
Russia,4/28/20,93558,6411
Russia,4/29/20,99399,5841
Russia,4/30/20,106498,7099
Russia,5/1/20,114431,7933
Russia,5/2/20,124054,9623
Russia,5/3/20,134687,10633
Russia,5/4/20,145268,10581
Russia,5/5/20,155370,10102
Russia,5/6/20,165929,10559
Russia,5/7/20,177160,11231
Russia,5/8/20,187859,10699
Russia,5/9/20,198676,10817
Russia,5/10/20,209688,11012
Russia,5/11/20,221344,11656
Russia,5/12/20,232243,10899
Russia,5/13/20,242271,10028
Russia,5/14/20,252245,9974
Russia,5/15/20,262843,10598
Russia,5/16/20,272043,9200
Russia,5/17/20,281752,9709
Russia,5/18/20,290678,8926
Russia,5/19/20,299941,9263
Russia,5/20/20,308705,8764
Russia,5/21/20,317554,8849
Russia,5/22/20,326448,8894
Russia,5/23/20,335882,9434
Russia,5/24/20,344481,8599
Russia,5/25/20,353427,8946
Russia,5/26/20,362342,8915
Russia,5/27/20,370680,8338
Russia,5/28/20,379051,8371
Russia,5/29/20,387623,8572
Russia,5/30/20,396575,8952
Russia,5/31/20,405843,9268
Russia,6/1/20,414328,8485
Russia,6/2/20,423186,8858
Russia,6/3/20,431715,8529
Russia,6/4/20,440538,8823
Russia,6/5/20,449256,8718
Russia,6/6/20,458102,8846
Russia,6/7/20,467073,8971
Russia,6/8/20,476043,8970
Russia,6/9/20,484630,8587
Russia,6/10/20,493023,8393
Russia,6/11/20,501800,8777
Russia,6/12/20,510761,8961
Russia,6/13/20,519458,8697
Russia,6/14/20,528267,8809
Russia,6/15/20,536484,8217
Russia,6/16/20,544725,8241
Russia,6/17/20,552549,7824
Russia,6/18/20,560321,7772
Russia,6/19/20,568292,7971
Russia,6/20/20,576162,7870
Russia,6/21/20,583879,7717
Russia,6/22/20,591465,7586
Russia,6/23/20,598878,7413
Russia,6/24/20,606043,7165
Russia,6/25/20,613148,7105
Russia,6/26/20,619936,6788
Russia,6/27/20,626779,6843
Russia,6/28/20,633563,6784
Russia,6/29/20,640246,6683
Russia,6/30/20,646929,6683
Russia,7/1/20,653479,6550
Russia,7/2/20,660231,6752
Russia,7/3/20,666941,6710
Russia,7/4/20,673564,6623
Russia,7/5/20,680283,6719
Russia,7/6/20,686852,6569
Russia,7/7/20,693215,6363
Russia,7/8/20,699749,6534
Russia,7/9/20,706240,6491
Russia,7/10/20,712863,6623
Russia,7/11/20,719449,6586
Russia,7/12/20,726036,6587
Russia,7/13/20,732547,6511
Russia,7/14/20,738787,6240
Russia,7/15/20,745197,6410
Russia,7/16/20,751612,6415
Russia,7/17/20,758001,6389
Russia,7/18/20,764215,6214
Russia,7/19/20,770311,6096
Russia,7/20/20,776212,5901
Russia,7/21/20,782040,5828
Russia,7/22/20,787890,5850
Russia,7/23/20,793720,5830
Russia,7/24/20,799499,5779
Russia,7/25/20,805332,5833
Russia,7/26/20,811073,5741
Russia,7/27/20,816680,5607
Russia,7/28/20,822060,5380
Russia,7/29/20,827509,5449
Russia,7/30/20,832993,5484
Russia,7/31/20,838461,5468
Russia,8/1/20,843890,5429
Russia,8/2/20,849277,5387
Russia,8/3/20,854641,5364
Russia,8/4/20,859762,5121
Russia,8/5/20,864948,5186
Russia,8/6/20,870187,5239
Russia,8/7/20,875378,5191
Russia,8/8/20,880563,5185
Russia,8/9/20,885718,5155
Russia,8/10/20,890799,5081
Russia,8/11/20,895691,4892
Russia,8/12/20,900745,5054
Russia,8/13/20,905762,5017
Russia,8/14/20,910778,5016
Russia,8/15/20,915808,5030
Russia,8/16/20,920719,4911
Russia,8/17/20,925558,4839
Russia,8/18/20,930276,4718
Russia,8/19/20,935066,4790
Russia,8/20/20,939833,4767
Russia,8/21/20,944671,4838
Russia,8/22/20,949531,4860
Russia,8/23/20,954328,4797
Russia,8/24/20,959016,4688
Russia,8/25/20,963655,4639
Russia,8/26/20,968297,4642
Russia,8/27/20,972972,4675
Russia,8/28/20,977730,4758
Russia,8/29/20,982573,4843
Russia,8/30/20,987470,4897
Russia,8/31/20,992402,4932
Russia,9/1/20,997072,4670
Russia,9/2/20,1001965,4893
Russia,9/3/20,1006923,4958
Russia,9/4/20,1011987,5064
Russia,9/5/20,1017131,5144
Russia,9/6/20,1022228,5097
Russia,9/7/20,1027334,5106
Russia,9/8/20,1032354,5020
Russia,9/9/20,1037526,5172
Russia,9/10/20,1042836,5310
Russia,9/11/20,1048257,5421
Russia,9/12/20,1053663,5406
Russia,9/13/20,1059024,5361
Russia,9/14/20,1064438,5414
Russia,9/15/20,1069873,5435
Russia,9/16/20,1075485,5612
Russia,9/17/20,1081152,5667
Russia,9/18/20,1086955,5803
Russia,9/19/20,1092915,5960
Russia,9/20/20,1098958,6043
Russia,9/21/20,1105048,6090
Russia,9/22/20,1111157,6109
Russia,9/23/20,1117487,6330
Russia,9/24/20,1123976,6489
Russia,9/25/20,1131088,7112
Russia,9/26/20,1138509,7421
Russia,9/27/20,1146273,7764
Russia,9/28/20,1154299,8026
Russia,9/29/20,1162428,8129
Russia,9/30/20,1170799,8371
Russia,10/1/20,1179634,8835
Russia,10/2/20,1188928,9294
Russia,10/3/20,1198663,9735
Russia,10/4/20,1209039,10376
Russia,10/5/20,1219796,10757
Russia,10/6/20,1231277,11481
Russia,10/7/20,1242258,10981
Russia,10/8/20,1253603,11345
Russia,10/9/20,1265572,11969
Russia,10/10/20,1278245,12673
Russia,10/11/20,1291687,13442
Russia,10/12/20,1305093,13406
Russia,10/13/20,1318783,13690
Russia,10/14/20,1332824,14041
Russia,10/15/20,1346380,13556
Russia,10/16/20,1361317,14937
Russia,10/17/20,1376020,14703
Russia,10/18/20,1390824,14804
Russia,10/19/20,1406667,15843
Russia,10/20/20,1422775,16108
Russia,10/21/20,1438219,15444
Russia,10/22/20,1453923,15704
Russia,10/23/20,1471000,17077
Russia,10/24/20,1487260,16260
Russia,10/25/20,1503652,16392
Russia,10/26/20,1520800,17148
Russia,10/27/20,1537142,16342
Russia,10/28/20,1553028,15886
Russia,10/29/20,1570446,17418
Russia,10/30/20,1588433,17987
Russia,10/31/20,1606267,17834
Russia,11/1/20,1624648,18381
Russia,11/2/20,1642665,18017
Russia,11/3/20,1661096,18431
Russia,11/4/20,1680579,19483
Russia,11/5/20,1699695,19116
Russia,11/6/20,1720063,20368
Russia,11/7/20,1740172,20109
Russia,11/8/20,1760420,20248
Russia,11/9/20,1781997,21577
Russia,11/10/20,1802762,20765
Russia,11/11/20,1822345,19583
Russia,11/12/20,1843678,21333
Russia,11/13/20,1865395,21717
Russia,11/14/20,1887836,22441
Russia,11/15/20,1910149,22313
Russia,11/16/20,1932711,22562
Russia,11/17/20,1954912,22201
Russia,11/18/20,1975629,20717
Russia,11/19/20,1998966,23337
Russia,11/20/20,2023025,24059
Russia,11/21/20,2047563,24538
